City,DateTime,Temperature,Precipitation,Surface_Runoff
Thimphu,24-01-2000 06:00,27.65411767,12.44416007,35.49990864
Thimphu,24-01-2000 09:00,11.38892485,2.813792364,1.712688618
Thimphu,24-01-2000 12:00,15.51762676,11.83936197,20.21995821
Thimphu,24-01-2000 15:00,18.12424766,18.09275802,18.06451788
Thimphu,24-01-2000 18:00,20.41968467,15.69469495,20.43059633
Thimphu,24-01-2000 21:00,23.66260101,17.2610378,47.52651056
Thimphu,25-01-2000 00:00,9.412204428,18.53909374,25.11369836
Thimphu,25-01-2000 03:00,12.74733165,9.236801549,49.02159619
Thimphu,25-01-2000 06:00,19.77854282,6.642157045,32.03664186
Thimphu,25-01-2000 09:00,12.20436856,1.609680229,7.315106374
Thimphu,25-01-2000 12:00,8.841375169,3.122863601,7.80253146
Thimphu,25-01-2000 15:00,24.22624234,3.71941368,17.93769688
Thimphu,25-01-2000 18:00,31.9036523,9.531836641,33.71032919
Thimphu,25-01-2000 21:00,10.16959614,3.926551474,3.002562197
Thimphu,26-01-2000 00:00,10.06805189,5.643947747,9.67351373
Thimphu,26-01-2000 03:00,7.661076013,2.500653835,23.57815963
Thimphu,26-01-2000 06:00,11.19001155,7.348970235,25.66744627
Thimphu,26-01-2000 09:00,25.71184486,0.882311583,40.17110955
Thimphu,26-01-2000 12:00,23.83701168,1.727004736,43.80535258
Thimphu,26-01-2000 15:00,32.62617202,1.315451401,14.56700476
Thimphu,26-01-2000 18:00,29.18603839,14.99036784,10.04152995
Thimphu,26-01-2000 21:00,11.2804797,7.472394846,24.74162627
Thimphu,27-01-2000 00:00,23.54764315,7.441381427,23.66420109
Thimphu,27-01-2000 03:00,27.42412814,0.829995738,13.36941027
Thimphu,27-01-2000 06:00,26.40048758,17.91461607,26.07219466
Thimphu,27-01-2000 09:00,20.96340456,2.232723026,22.92320597
Thimphu,27-01-2000 12:00,20.97851799,4.925163022,14.19291832
Thimphu,27-01-2000 15:00,16.31852489,0.499416836,16.78187911
Thimphu,27-01-2000 18:00,11.34344021,6.617197308,6.868344459
Thimphu,27-01-2000 21:00,31.71581842,11.91248983,34.27601364
Thimphu,28-01-2000 00:00,28.67513716,10.01899976,5.259094116
Thimphu,28-01-2000 03:00,21.11319625,11.77813825,37.52653424
Thimphu,28-01-2000 06:00,17.94978639,2.638848026,14.90501938
Thimphu,28-01-2000 09:00,15.89246889,12.9537531,28.96813693
Thimphu,28-01-2000 12:00,15.68290178,19.73165345,30.68296615
Thimphu,28-01-2000 15:00,12.11680375,2.125471205,8.49009782
Thimphu,28-01-2000 18:00,12.37873185,3.297559328,10.14178418
Thimphu,28-01-2000 21:00,13.55285506,3.550134546,44.94150581
Thimphu,29-01-2000 00:00,7.40701237,10.53777665,21.10944452
Thimphu,29-01-2000 03:00,34.47135851,2.329574153,20.49492435
Thimphu,29-01-2000 06:00,34.084113,17.32359181,41.03653148
Thimphu,29-01-2000 09:00,12.73708481,3.500662989,33.76351778
Thimphu,29-01-2000 12:00,32.88127967,11.17958157,29.00902178
Thimphu,29-01-2000 15:00,13.39937281,15.41290937,10.16514368
Thimphu,29-01-2000 18:00,14.71037709,8.566185128,25.87290856
Thimphu,29-01-2000 21:00,12.27229197,2.385252812,30.92038208
Thimphu,30-01-2000 00:00,13.6589166,11.66664061,8.563773048
Thimphu,30-01-2000 03:00,19.43420306,10.69852971,3.539353304
Thimphu,30-01-2000 06:00,15.09812835,2.774852071,4.105373553
Thimphu,30-01-2000 09:00,34.69880697,6.514841515,40.68384785
Thimphu,30-01-2000 12:00,12.63921964,13.66190417,38.25116513
Thimphu,30-01-2000 15:00,22.86916222,9.484366152,21.18020479
Thimphu,30-01-2000 18:00,15.466048,18.59762997,41.70035098
Thimphu,30-01-2000 21:00,33.95080732,2.573514747,36.81250628
Thimphu,31-01-2000 00:00,33.1502137,3.706538017,4.258317101
Thimphu,31-01-2000 03:00,27.23361948,11.53201495,42.24961006
Thimphu,31-01-2000 06:00,9.193171299,15.92581951,10.87973868
Thimphu,31-01-2000 09:00,9.909678286,3.368889379,40.91416129
Thimphu,31-01-2000 12:00,24.95591662,10.50900195,18.58269372
Thimphu,31-01-2000 15:00,31.31601622,7.909657638,41.01337253
Thimphu,31-01-2000 18:00,18.17404726,7.601194146,23.6713095
Thimphu,31-01-2000 21:00,14.04133622,14.97742667,25.63329911
Thimphu,01-02-2000 00:00,11.96638085,18.00153401,19.81066985
Thimphu,01-02-2000 03:00,21.30658583,18.13879501,31.5876618
Thimphu,01-02-2000 06:00,8.506941221,18.80265926,31.7576946
Thimphu,01-02-2000 09:00,15.04716844,2.871514246,39.90723427
Thimphu,01-02-2000 12:00,23.60218268,10.71587573,44.80073657
Thimphu,01-02-2000 15:00,28.65791634,3.118330107,16.27438132
Thimphu,01-02-2000 18:00,12.45467419,14.90453122,2.643089302
Thimphu,01-02-2000 21:00,22.09669055,15.27292785,43.9615162
Thimphu,02-02-2000 00:00,15.26245246,16.44302036,6.420955111
Thimphu,02-02-2000 03:00,30.39356875,2.63702438,20.46707724
Thimphu,02-02-2000 06:00,28.91886097,3.083356804,12.23331837
Thimphu,02-02-2000 09:00,26.66757705,14.42872708,32.41623401
Thimphu,02-02-2000 12:00,25.81845333,10.90021642,13.33815389
Thimphu,02-02-2000 15:00,15.37087981,3.713794564,45.51407751
Thimphu,02-02-2000 18:00,22.50175384,8.076943194,23.63828438
Thimphu,02-02-2000 21:00,33.41850019,3.151692922,29.72526177
Thimphu,03-02-2000 00:00,20.17666037,12.26793929,1.887399007
Thimphu,03-02-2000 03:00,31.16371727,18.64915382,28.691526
Thimphu,03-02-2000 06:00,25.89952472,18.45773769,35.65469308
Thimphu,03-02-2000 09:00,9.576171287,11.56813837,30.72903727
Thimphu,03-02-2000 12:00,17.72392014,14.75524029,46.78398372
Thimphu,03-02-2000 15:00,32.76705539,9.071703491,6.548664246
Thimphu,03-02-2000 18:00,34.54523597,16.79407192,7.108471379
Thimphu,03-02-2000 21:00,32.62525648,17.41093761,26.4230648
Thimphu,04-02-2000 00:00,22.73826307,8.040153807,3.683320302
Thimphu,04-02-2000 03:00,15.05591725,16.07678363,1.226969127
Thimphu,04-02-2000 06:00,15.00497515,8.023557002,27.33238454
Thimphu,04-02-2000 09:00,32.59566849,6.992285288,18.00070689
Thimphu,04-02-2000 12:00,27.12503744,9.099137024,12.00563632
Thimphu,04-02-2000 15:00,18.57318548,2.903054706,9.642962339
Thimphu,04-02-2000 18:00,19.95103318,8.436616445,45.82744915
Thimphu,04-02-2000 21:00,15.87181697,11.65370817,31.98095011
Thimphu,05-02-2000 00:00,5.392833698,13.3043937,9.723762377
Thimphu,05-02-2000 03:00,33.83210952,3.058388282,21.31658206
Thimphu,05-02-2000 06:00,7.560490042,19.93779761,25.60755551
Thimphu,05-02-2000 09:00,22.86155052,1.4348219,37.74806305
Thimphu,05-02-2000 12:00,11.29716779,17.97128036,11.05184238
Thimphu,05-02-2000 15:00,10.72063162,0.82733839,24.13128031
Thimphu,05-02-2000 18:00,21.945234,1.407601925,39.00085322
Thimphu,05-02-2000 21:00,18.59866504,10.53536636,22.5973746
Thimphu,06-02-2000 00:00,17.02289183,11.23684259,8.606772051
Thimphu,06-02-2000 03:00,10.45784391,17.24953386,47.35965764
Thimphu,06-02-2000 06:00,16.19927949,5.487818996,32.55597762
Thimphu,06-02-2000 09:00,17.26202513,0.605188478,8.651477271
Thimphu,06-02-2000 12:00,26.47916687,13.21258644,2.327703633
Thimphu,06-02-2000 15:00,11.65916486,4.698388452,33.92274444
Thimphu,06-02-2000 18:00,5.591316133,2.171760781,40.19588818
Thimphu,06-02-2000 21:00,10.35633986,13.08964755,12.67095627
Thimphu,07-02-2000 00:00,7.983241783,4.939126601,36.39107966
Thimphu,07-02-2000 03:00,30.67089404,16.6213753,20.46199295
Thimphu,07-02-2000 06:00,25.0425541,4.179187479,15.36423878
Thimphu,07-02-2000 09:00,31.89007456,0.358738278,5.189918012
Thimphu,07-02-2000 12:00,11.23658765,0.627990857,9.890336319
Thimphu,07-02-2000 15:00,22.49124683,8.486348557,44.74091384
Thimphu,07-02-2000 18:00,29.52330685,6.902165299,13.71174824
Thimphu,07-02-2000 21:00,16.39077225,11.84686936,14.1351184
Thimphu,08-02-2000 00:00,23.72446724,8.247291879,28.05031186
Thimphu,08-02-2000 03:00,18.08379587,5.959868615,47.47421204
Thimphu,08-02-2000 06:00,27.90817382,2.888252198,43.55493082
Thimphu,08-02-2000 09:00,19.62293595,17.90158932,40.19290754
Thimphu,08-02-2000 12:00,17.75640513,0.547139236,14.16519061
Thimphu,08-02-2000 15:00,21.24902644,12.70621657,13.63649659
Thimphu,08-02-2000 18:00,9.180682222,16.71511171,49.23570685
Thimphu,08-02-2000 21:00,20.77070547,3.516417788,14.343059
Thimphu,09-02-2000 00:00,5.551720296,18.29454625,6.769803062
Thimphu,09-02-2000 03:00,22.29549427,5.553698892,28.15472212
Thimphu,09-02-2000 06:00,24.54261165,16.61186189,11.11464232
Thimphu,09-02-2000 09:00,5.32987486,2.824024038,45.10091345
Thimphu,09-02-2000 12:00,31.21670233,11.98852073,30.42532616
Thimphu,09-02-2000 15:00,24.95110024,3.589888445,45.80618535
Thimphu,09-02-2000 18:00,17.56311575,7.724456712,26.42696756
Thimphu,09-02-2000 21:00,6.408979003,3.409039038,37.1636472
Thimphu,10-02-2000 00:00,7.483960038,12.10272698,13.02210637
Thimphu,10-02-2000 03:00,16.67886842,5.845005362,18.42796311
Thimphu,10-02-2000 06:00,26.57137716,6.012722141,28.75382737
Thimphu,10-02-2000 09:00,19.28151207,13.30705619,46.90465723
Thimphu,10-02-2000 12:00,26.97716292,4.377313534,2.527973618
Thimphu,10-02-2000 15:00,12.86792133,11.94205082,3.519864861
Thimphu,10-02-2000 18:00,19.89098742,11.97717269,17.37795065
Thimphu,10-02-2000 21:00,28.12736611,2.221305237,4.681751305
Thimphu,11-02-2000 00:00,26.84566269,9.960277193,34.73171742
Thimphu,11-02-2000 03:00,18.04482016,5.003400461,41.13601357
Thimphu,11-02-2000 06:00,28.98247637,13.92445977,14.33511172
Thimphu,11-02-2000 09:00,22.70692001,7.283380549,5.487521593
Thimphu,11-02-2000 12:00,32.51940726,2.822690755,47.56163034
Thimphu,11-02-2000 15:00,18.38017319,3.784145284,27.55314642
Thimphu,11-02-2000 18:00,31.18837508,14.67127524,40.52149625
Thimphu,11-02-2000 21:00,24.763501,13.87630363,42.61058693
Thimphu,12-02-2000 00:00,12.49004027,9.839556776,11.83926265
Thimphu,12-02-2000 03:00,34.63004024,18.88678086,2.931913757
Thimphu,12-02-2000 06:00,26.16725518,18.51244152,9.848191911
Thimphu,12-02-2000 09:00,22.03835692,18.31821712,2.663352951
Thimphu,12-02-2000 12:00,25.92260802,6.017245247,46.29541357
Thimphu,12-02-2000 15:00,34.13174735,18.89090313,24.23649662
Thimphu,12-02-2000 18:00,30.86127953,16.90653303,16.63592319
Thimphu,12-02-2000 21:00,29.86746422,0.836451931,30.21722405
Thimphu,13-02-2000 00:00,11.90026512,2.499281027,4.77070688
Thimphu,13-02-2000 03:00,25.88866328,6.863511779,36.5135718
Thimphu,13-02-2000 06:00,6.960690224,6.374277723,27.43507333
Thimphu,13-02-2000 09:00,28.72169495,6.443174808,31.66867745
Thimphu,13-02-2000 12:00,31.57933245,12.35567744,12.41501426
Thimphu,13-02-2000 15:00,5.732023447,17.41496759,2.042201132
Thimphu,13-02-2000 18:00,31.24105018,10.62584897,47.01431723
Thimphu,13-02-2000 21:00,28.96349707,19.9588888,18.18487896
Thimphu,14-02-2000 00:00,28.01564867,8.098425181,24.51390539
Thimphu,14-02-2000 03:00,23.8251639,17.48617457,49.22008999
Thimphu,14-02-2000 06:00,28.04820242,8.413558965,21.64649311
Thimphu,14-02-2000 09:00,27.12746905,4.851665201,6.413231543
Thimphu,14-02-2000 12:00,15.63866473,5.816055934,15.5190979
Thimphu,14-02-2000 15:00,12.00823253,0.937654474,1.875822802
Thimphu,14-02-2000 18:00,34.63167169,8.612685361,19.83200571
Thimphu,14-02-2000 21:00,25.38941848,4.443252369,47.54809801
Thimphu,15-02-2000 00:00,28.59035043,1.879278946,21.46145801
Thimphu,15-02-2000 03:00,31.37354923,18.90016724,23.90267405
Thimphu,15-02-2000 06:00,23.40234168,3.423975527,49.56726268
Thimphu,15-02-2000 09:00,11.95015104,18.86036231,32.8326858
Thimphu,15-02-2000 12:00,23.23210385,10.30250137,12.30282077
Thimphu,15-02-2000 15:00,10.29584096,4.48767556,10.13547485
Thimphu,15-02-2000 18:00,28.38753421,7.067492657,3.834291152
Thimphu,15-02-2000 21:00,34.0730789,17.68733911,46.45986188
Thimphu,16-02-2000 00:00,34.84723468,3.560515459,20.41585893
Thimphu,16-02-2000 03:00,27.74715427,13.9508103,8.540899411
Thimphu,16-02-2000 06:00,29.47499375,4.56636738,11.96706313
Thimphu,16-02-2000 09:00,21.10923269,11.8995047,29.42422418
Thimphu,16-02-2000 12:00,7.744605122,17.56147117,14.01440209
Thimphu,16-02-2000 15:00,8.885447638,17.78608679,47.82692341
Thimphu,16-02-2000 18:00,30.86382852,16.20936989,33.10685705
Thimphu,16-02-2000 21:00,21.52572112,1.831036522,21.01420744
Thimphu,17-02-2000 00:00,16.18065551,5.269100297,36.44758557
Thimphu,17-02-2000 03:00,19.87627205,1.712819697,11.7889769
Thimphu,17-02-2000 06:00,25.49776291,1.615004104,42.70913879
Thimphu,17-02-2000 09:00,19.85439581,9.663672889,30.02798145
Thimphu,17-02-2000 12:00,29.74042898,7.021403237,34.22279148
Thimphu,17-02-2000 15:00,21.97195892,5.413862576,44.05286933
Thimphu,17-02-2000 18:00,28.92278065,13.20319151,42.67850473
Thimphu,17-02-2000 21:00,31.01882603,14.19642324,42.01365309
Thimphu,18-02-2000 00:00,25.92414385,13.63480136,31.31195753
Thimphu,18-02-2000 03:00,27.58149919,3.256241595,44.1626672
Thimphu,18-02-2000 06:00,31.15530583,0.682020932,41.46502078
Thimphu,18-02-2000 09:00,8.866096024,6.7688652,37.43190456
Thimphu,18-02-2000 12:00,9.822796881,16.37754378,41.77457472
Thimphu,18-02-2000 15:00,20.22403201,0.227078847,15.06486853
Thimphu,18-02-2000 18:00,23.50780755,19.62560494,31.95886282
Thimphu,18-02-2000 21:00,12.79410743,12.71671349,27.45928361
Thimphu,19-02-2000 00:00,28.39536185,2.228914713,38.29036722
Thimphu,19-02-2000 03:00,21.23799736,19.26354088,17.75173614
Thimphu,19-02-2000 06:00,23.97865679,18.6473593,6.022976672
Thimphu,19-02-2000 09:00,33.11685462,13.78892587,4.324015896
Thimphu,19-02-2000 12:00,14.02890701,14.19262456,4.300179472
Thimphu,19-02-2000 15:00,22.46511381,6.983072833,31.42486037
